"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2010","Total","Male","Sioux Falls (SD)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","76268","1,2"
"United States of America","2010","Total","Male","South Bend (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","48982","1,2"
"United States of America","2010","Total","Male","Spokane (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","101853","1,2"
"United States of America","2010","Total","Male","Spring Valley (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","88819","1,2,6"
"United States of America","2010","Total","Male","Springfield (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54825","1,2"
"United States of America","2010","Total","Male","Springfield (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","72573","1,2"
"United States of America","2010","Total","Male","Springfield (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","77326","1,2"
"United States of America","2010","Total","Male","St. Louis (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","154171","1,2"
"United States of America","2010","Total","Male","St. Paul (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","139355","1,2"
"United States of America","2010","Total","Male","St. Petersburg (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","117704","1,2"
"United States of America","2010","Total","Male","Stamford (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60402","1,2"
"United States of America","2010","Total","Male","Sterling Heights (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62862","1,2"
"United States of America","2010","Total","Male","Stockton (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","142925","1,2"
"United States of America","2010","Total","Male","Sunnyvale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","70560","1,2"
"United States of America","2010","Total","Male","Sunrise Manor (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","94399","1,2,6"
"United States of America","2010","Total","Male","Surprise (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56751","1,2"
"United States of America","2010","Total","Male","Syracuse (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","69180","1,2"
"United States of America","2010","Total","Male","Tacoma (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","97958","1,2"
"United States of America","2010","Total","Male","Tallahassee (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","85358","1,2"
"United States of America","2010","Total","Male","Tampa (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","164061","1,2"
"United States of America","2010","Total","Male","Temecula (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49002","1,2"
"United States of America","2010","Total","Male","Tempe (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","84200","1,2"
"United States of America","2010","Total","Male","Thornton (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","58745","1,2"
"United States of America","2010","Total","Male","Thousand Oaks (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","61989","1,2"
"United States of America","2010","Total","Male","Toledo (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","138973","1,2"
"United States of America","2010","Total","Male","Topeka (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60941","1,2"
"United States of America","2010","Total","Male","Torrance (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","70732","1,2"
"United States of America","2010","Total","Male","Tucson (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","257312","1,2"
"United States of America","2010","Total","Male","Tulsa (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","190944","1,2"
"United States of America","2010","Total","Male","Vallejo (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56277","1,2"
"United States of America","2010","Total","Male","Vancouver (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","78884","1,2"
"United States of America","2010","Total","Male","Victorville City (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","58073","1,2"
"United States of America","2010","Total","Male","Virginia Beach (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","214441","1,2"
"United States of America","2010","Total","Male","Visalia (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60696","1,2"
"United States of America","2010","Total","Male","Waco (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","59740","1,2"
"United States of America","2010","Total","Male","Warren (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","64884","1,2"
"United States of America","2010","Total","Male","WASHINGTON (DC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","284222","1,2"
"United States of America","2010","Total","Male","Waterbury (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52517","1,2"
"United States of America","2010","Total","Male","West Covina (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51159","1,2"
"United States of America","2010","Total","Male","West Jordan (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51569","1,2"
"United States of America","2010","Total","Male","West Valley City (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","65285","1,2"
"United States of America","2010","Total","Male","Westminster (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52585","1,2"
"United States of America","2010","Total","Male","Wichita (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","188523","1,2"
"United States of America","2010","Total","Male","Wichita Falls (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54172","1,2"
"United States of America","2010","Total","Male","Wilmington (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","50857","1,2"
"United States of America","2010","Total","Male","Winston-Salem (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","107878","1,2"
"United States of America","2010","Total","Male","Worcester (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","88150","1,2"
"United States of America","2010","Total","Male","Yonkers (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","92855","1,2"
"United States of America","2010","Total","Female","Abilene (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57956","1,2"
"United States of America","2010","Total","Female","Akron (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","102853","1,2"
"United States of America","2010","Total","Female","Albuquerque (NM)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","280746","1,2"
"United States of America","2010","Total","Female","Alexandria (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","72704","1,2"
"United States of America","2010","Total","Female","Allentown (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","61163","1,2"
"United States of America","2010","Total","Female","Amarillo (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","98230","1,2"
"United States of America","2010","Total","Female","Anaheim (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","169016","1,2"
"United States of America","2010","Total","Female","Anchorage (AK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","143617","1,2,3"
"United States of America","2010","Total","Female","Ann Arbor (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57779","1,2"
"United States of America","2010","Total","Female","Antioch (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52565","1,2"
"United States of America","2010","Total","Female","Arlington (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","186159","1,2"
"United States of America","2010","Total","Female","Arlington (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","104126","1,2"
"United States of America","2010","Total","Female","Arvada (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54539","1,2"
"United States of America","2010","Total","Female","Athens (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60671","1,2,4"
"United States of America","2010","Total","Female","Atlanta (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","211035","1,2"
"United States of America","2010","Total","Female","Augusta (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","101062","1,2,5"
"United States of America","2010","Total","Female","Aurora (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","164979","1,2"
"United States of America","2010","Total","Female","Aurora (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","99727","1,2"
"United States of America","2010","Total","Female","Austin (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","390652","1,2"
"United States of America","2010","Total","Female","Bakersfield (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","177287","1,2"
"United States of America","2010","Total","Female","Baltimore (MD)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","328712","1,2"
"United States of America","2010","Total","Female","Baton Rouge (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","119093","1,2"
"United States of America","2010","Total","Female","Beaumont (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60693","1,2"
"United States of America","2010","Total","Female","Bellevue (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","61033","1,2"
"United States of America","2010","Total","Female","Berkeley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57549","1,2"
"United States of America","2010","Total","Female","Billings (MT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53904","1,2"
"United States of America","2010","Total","Female","Birmingham (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","112900","1,2"
"United States of America","2010","Total","Female","Boise City (ID)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103981","1,2"
"United States of America","2010","Total","Female","Boston (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","321643","1,2"
"United States of America","2010","Total","Female","Brandon (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53002","1,2,6"
"United States of America","2010","Total","Female","Bridgeport (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","74233","1,2"
"United States of America","2010","Total","Female","Brownsville (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","92337","1,2"
"United States of America","2010","Total","Female","Buffalo (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","136102","1,2"
"United States of America","2010","Total","Female","Burbank (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53369","1,2"
"United States of America","2010","Total","Female","Carlsbad (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53843","1,2"
"United States of America","2010","Total","Female","Cambridge (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54053","1,2"
"United States of America","2010","Total","Female","Cape Coral (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","78941","1,2"
"United States of America","2010","Total","Female","Carrollton (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60853","1,2"
"United States of America","2010","Total","Female","Cary (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","69415","1,2"
"United States of America","2010","Total","Female","Cedar Rapids (IA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","64261","1,2"
"United States of America","2010","Total","Female","Centennial (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","50950","1,2"
"United States of America","2010","Total","Female","Chandler (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","120184","1,2"
"United States of America","2010","Total","Female","Charleston (SC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","63342","1,2"
"United States of America","2010","Total","Female","Charlotte (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","377913","1,2"
"United States of America","2010","Total","Female","Chattanooga (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","87917","1,2"
"United States of America","2010","Total","Female","Chesapeake (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","114158","1,2"
"United States of America","2010","Total","Female","Chicago (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1387526","1,2"
"United States of America","2010","Total","Female","Chula Vista (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","125771","1,2"
"United States of America","2010","Total","Female","Cincinnati (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","154271","1,2"
"United States of America","2010","Total","Female","Clarksville (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","68161","1,2"
"United States of America","2010","Total","Female","Clearwater (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55641","1,2"
"United States of America","2010","Total","Female","Cleveland (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","206530","1,2"
"United States of America","2010","Total","Female","Colorado Springs (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","212483","1,2"
"United States of America","2010","Total","Female","Columbia (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56042","1,2"
"United States of America","2010","Total","Female","Columbia (SC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62740","1,2"
"United States of America","2010","Total","Female","Columbus (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","99015","1,2"
"United States of America","2010","Total","Female","Columbus (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","402768","1,2"
"United States of America","2010","Total","Female","Concord (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","61408","1,2"
"United States of America","2010","Total","Female","Coral Springs (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62854","1,2"
"United States of America","2010","Total","Female","Corona (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","77339","1,2"
"United States of America","2010","Total","Female","Corpus Christi (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","155559","1,2"
"United States of America","2010","Total","Female","Costa Mesa (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53992","1,2"
"United States of America","2010","Total","Female","Dallas (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","598854","1,2"
"United States of America","2010","Total","Female","Daly City (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51204","1,2"
"United States of America","2010","Total","Female","Dayton (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","72576","1,2"
"United States of America","2010","Total","Female","Denton (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","58035","1,2"
"United States of America","2010","Total","Female","Denver (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","300069","1,2"
"United States of America","2010","Total","Female","Des Moines (IA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103898","1,2"
"United States of America","2010","Total","Female","Detroit (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","376098","1,2"
"United States of America","2010","Total","Female","Downey (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57598","1,2"
"United States of America","2010","Total","Female","Durham (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","119774","1,2"
"United States of America","2010","Total","Female","East Los Angeles (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","63595","1,2,6"
"United States of America","2010","Total","Female","El Monte (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56472","1,2"
"United States of America","2010","Total","Female","El Paso (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","337841","1,2"
"United States of America","2010","Total","Female","Elgin (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54300","1,2"
"United States of America","2010","Total","Female","Elizabeth (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62932","1,2"
"United States of America","2010","Total","Female","Elk Grove (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","78920","1,2"
"United States of America","2010","Total","Female","Enterprise (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53695","1,2,6"
"United States of America","2010","Total","Female","Erie (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52660","1,2"
"United States of America","2010","Total","Female","Escondido (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","72615","1,2"
"United States of America","2010","Total","Female","Eugene (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","79861","1,2"
"United States of America","2010","Total","Female","Evansville (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60936","1,2"
"United States of America","2010","Total","Female","Everett (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","50627","1,2"
"United States of America","2010","Total","Female","Fairfield (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53470","1,2"
"United States of America","2010","Total","Female","Fargo (ND)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52301","1,2"
"United States of America","2010","Total","Female","Fayetteville (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103588","1,2"
"United States of America","2010","Total","Female","Flint (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53294","1,2"
"United States of America","2010","Total","Female","Fontana (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","98659","1,2"
"United States of America","2010","Total","Female","Fort Collins (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","72077","1,2"
"United States of America","2010","Total","Female","Fort Lauderdale (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","78134","1,2"
"United States of America","2010","Total","Female","Fort Wayne (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","130908","1,2"
"United States of America","2010","Total","Female","Fort Worth (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","377310","1,2"
"United States of America","2010","Total","Female","Fremont (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","107648","1,2"
"United States of America","2010","Total","Female","Fresno (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","251541","1,2"
"United States of America","2010","Total","Female","Frisco (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","59782","1,2"
"United States of America","2010","Total","Female","Fullerton (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","68752","1,2"
"United States of America","2010","Total","Female","Gainesville (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","64142","1,2"
"United States of America","2010","Total","Female","Garden Grove (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","85594","1,2"
"United States of America","2010","Total","Female","Garland (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","115683","1,2"
"United States of America","2010","Total","Female","Gilbert (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","105819","1,2"
"United States of America","2010","Total","Female","Glendale (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","115334","1,2"
"United States of America","2010","Total","Female","Glendale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","100332","1,2"
"United States of America","2010","Total","Female","Grand Prairie (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","89560","1,2"
"United States of America","2010","Total","Female","Grand Rapids (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","96461","1,2"
"United States of America","2010","Total","Female","Green Bay (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52698","1,2"
"United States of America","2010","Total","Female","Greensboro (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","142873","1,2"
"United States of America","2010","Total","Female","Greshan (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53808","1,2"
"United States of America","2010","Total","Female","Hampton (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","71686","1,2"
"United States of America","2010","Total","Female","Hartford (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","64515","1,2"
"United States of America","2010","Total","Female","Hayward (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","73043","1,2"
"United States of America","2010","Total","Female","Henderson (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","130950","1,2"
"United States of America","2010","Total","Female","Hialeah (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","116263","1,2"
"United States of America","2010","Total","Female","High Point City (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55369","1,2"
"United States of America","2010","Total","Female","Hollywood (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","71784","1,2"
"United States of America","2010","Total","Female","Honolulu (HI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","170756","1,2"
"United States of America","2010","Total","Female","Houston (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1045934","1,2"
"United States of America","2010","Total","Female","Huntington Beach (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","95732","1,2"
"United States of America","2010","Total","Female","Huntsville (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","92575","1,2"
"United States of America","2010","Total","Female","Independence (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60707","1,2"
"United States of America","2010","Total","Female","Indianapolis (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","424099","1,2,7"
"United States of America","2010","Total","Female","Inglewood (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57535","1,2"
"United States of America","2010","Total","Female","Irvine (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108941","1,2"
"United States of America","2010","Total","Female","Irving (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108159","1,2"
"United States of America","2010","Total","Female","Jackson (MS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","92899","1,2"
"United States of America","2010","Total","Female","Jacksonville (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","423490","1,2"
"United States of America","2010","Total","Female","Jersey City (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","125299","1,2"
"United States of America","2010","Total","Female","Joliet (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","74541","1,2"
"United States of America","2010","Total","Female","Kansas City (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","73729","1,2"
"United States of America","2010","Total","Female","Kansas City (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","236604","1,2"
"United States of America","2010","Total","Female","Killeen (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","65226","1,2"
"United States of America","2010","Total","Female","Knoxville (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","92928","1,2"
"United States of America","2010","Total","Female","Lafayette (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62059","1,2"
"United States of America","2010","Total","Female","Lakewood (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","73064","1,2"
"United States of America","2010","Total","Female","Lancaster (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","78087","1,2"
"United States of America","2010","Total","Female","Lansing (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","58965","1,2"
"United States of America","2010","Total","Female","Laredo (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","121804","1,2"
"United States of America","2010","Total","Female","Las Vegas (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","289656","1,2"
"United States of America","2010","Total","Female","Lexington-Fayette (KY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","150212","1,2,8"
"United States of America","2010","Total","Female","Lincoln (NE)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","129144","1,2"
"United States of America","2010","Total","Female","Little Rock (AR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","101279","1,2"
"United States of America","2010","Total","Female","Long Beach (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","235737","1,2"
"United States of America","2010","Total","Female","Los Angeles (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1903557","1,2"
"United States of America","2010","Total","Female","Louisville (KY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","308101","1,2,9"
"United States of America","2010","Total","Female","Lowell (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53648","1,2"
"United States of America","2010","Total","Female","Lubbock (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","116830","1,2"
"United States of America","2010","Total","Female","Madison (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","118377","1,2"
"United States of America","2010","Total","Female","Manchester (NH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55209","1,2"
"United States of America","2010","Total","Female","McAllen (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","67833","1,2"
"United States of America","2010","Total","Female","McKinney City (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","66683","1,2"
"United States of America","2010","Total","Female","Memphis (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","339870","1,2"
"United States of America","2010","Total","Female","Mesa (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","223123","1,2"
"United States of America","2010","Total","Female","Mesquite (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","73096","1,2"
"United States of America","2010","Total","Female","Metairie (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","71069","1,2,6"
"United States of America","2010","Total","Female","Miami (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","200530","1,2"
"United States of America","2010","Total","Female","Miami Gardens (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57046","1,2"
"United States of America","2010","Total","Female","Midland City (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57018","1,2"
"United States of America","2010","Total","Female","Milwaukee (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","307884","1,2"
"United States of America","2010","Total","Female","Minneapolis (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","190157","1,2"
"United States of America","2010","Total","Female","Miramar (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","64472","1,2"
"United States of America","2010","Total","Female","Mobile (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103328","1,2"
"United States of America","2010","Total","Female","Modesto (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103176","1,2"
"United States of America","2010","Total","Female","Montgomery (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","109077","1,2"
"United States of America","2010","Total","Female","Moreno Valley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","99092","1,2"
"United States of America","2010","Total","Female","Murrieta (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53006","1,2"
"United States of America","2010","Total","Female","Murfreesboro (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55333","1,2"
"United States of America","2010","Total","Female","Naperville (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","72872","1,2"
"United States of America","2010","Total","Female","Nashville-Davidson (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","309928","1,2,10"
"United States of America","2010","Total","Female","New Haven (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","67271","1,2"
"United States of America","2010","Total","Female","New Orleans (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","177581","1,2"
"United States of America","2010","Total","Female","New York (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","4292589","1,2"
"United States of America","2010","Total","Female","Newark (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","140024","1,2"
"United States of America","2010","Total","Female","Newport News (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","93456","1,2"
"United States of America","2010","Total","Female","Norfolk (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","117006","1,2"
"United States of America","2010","Total","Female","Norman (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55753","1,2"
"United States of America","2010","Total","Female","North Las Vegas (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108864","1,2"
"United States of America","2010","Total","Female","Norwalk (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53185","1,2"
"United States of America","2010","Total","Female","Oakland (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","201205","1,2"
