"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2010","Total","Female","Oceanside (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","84662","1,2"
"United States of America","2010","Total","Female","Oklahoma City (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","294443","1,2"
"United States of America","2010","Total","Female","Olathe (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","63514","1,2"
"United States of America","2010","Total","Female","Omaha (NE)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","207895","1,2"
"United States of America","2010","Total","Female","Ontario (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","82361","1,2"
"United States of America","2010","Total","Female","Orange (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","67693","1,2"
"United States of America","2010","Total","Female","Orlando (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","122417","1,2"
"United States of America","2010","Total","Female","Overland Park (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","89637","1,2"
"United States of America","2010","Total","Female","Oxnard (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","97510","1,2"
"United States of America","2010","Total","Female","Palmdale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","78197","1,2"
"United States of America","2010","Total","Female","Palm Bay City (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53383","1,2"
"United States of America","2010","Total","Female","Paradise (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","107659","1,2,6"
"United States of America","2010","Total","Female","Pasadena (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","70268","1,2"
"United States of America","2010","Total","Female","Pasadena (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","74900","1,2"
"United States of America","2010","Total","Female","Paterson (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","75530","1,2"
"United States of America","2010","Total","Female","Pembroke Pines (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","83235","1,2"
"United States of America","2010","Total","Female","Peoria (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","80149","1,2"
"United States of America","2010","Total","Female","Peoria (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60244","1,2"
"United States of America","2010","Total","Female","Philadelphia (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","806193","1,2"
"United States of America","2010","Total","Female","Phoenix (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","720612","1,2"
"United States of America","2010","Total","Female","Pittsburgh (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","157603","1,2"
"United States of America","2010","Total","Female","Plano (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","132763","1,2"
"United States of America","2010","Total","Female","Pomona (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","74515","1,2"
"United States of America","2010","Total","Female","Port St. Lucie (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","84600","1,2"
"United States of America","2010","Total","Female","Portland (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","294565","1,2"
"United States of America","2010","Total","Female","Providence (RI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","92240","1,2"
"United States of America","2010","Total","Female","Provo (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56751","1,2"
"United States of America","2010","Total","Female","Pueblo (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54545","1,2"
"United States of America","2010","Total","Female","Raleigh (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","208749","1,2"
"United States of America","2010","Total","Female","Rancho Cucamonga (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","83654","1,2"
"United States of America","2010","Total","Female","Reno (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","110727","1,2"
"United States of America","2010","Total","Female","Richmond (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53225","1,2"
"United States of America","2010","Total","Female","Richmond (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106883","1,2"
"United States of America","2010","Total","Female","Riverside (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","153759","1,2"
"United States of America","2010","Total","Female","Rochester (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55069","1,2"
"United States of America","2010","Total","Female","Rochester (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108858","1,2"
"United States of America","2010","Total","Female","Rockford (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","79004","1,2"
"United States of America","2010","Total","Female","Roseville (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","61894","1,2"
"United States of America","2010","Total","Female","Sacramento (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","239387","1,2"
"United States of America","2010","Total","Female","Salem (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","77522","1,2"
