time,city,state,shape,duration,summary,posted,lat,lon
04/22/2002 22:15,Dover,AR,Flash,25min,there were 4 objects first two were flashing three times per second  high alt.the trailing one caught the leader at a very high speed a,04/25/2002,51.1278758,1.3134027
04/17/2002 20:20,Greers Ferry,AR,Unknown,25 min.,3 orange lights brighten then fade away aircraft in area observing also  UFO sighting  over lake in Ozarks,04/25/2002,35.5770219,-92.1773745
02/16/2002 20:30,Bee Branch,AR,Circle,2hours,"SIGHTED A BRIGHT OBJECT DUE SOUTH FROM CENTRAL ARK.AT 8-10 DEG. APPEARED TO ROTATE AND CHANGE COLORS IN SEQ. LIKE SPECTRUM, LASTED  2HR",02/22/2002,35.4509118,-92.3946005
01/25/2002 20:00,Bigelow,AR,Triangle,2 minutes,Slow moving triangle craft above clearcut field in rural Arkansas,03/19/2002,35.0011986,-92.6298847
01/24/2002 21:30,Malvern,AR,Triangle,approx: 35 minutes,Saw at least three triangle shaped craft hovering over a field and the surrounding woods.  Then saw another fly accross the road.,01/29/2002,52.108,-2.325
01/21/2002 23:00,Osceola,AR,Fireball,8 mins,Several objects seen in north sky.,02/22/2002,35.7050778,-89.969532
12/14/2001 23:56,Augusta,AR,Light,2-3 minutes,"Bright fast moving light near the White River Bridge on Highway 64, Arkansas.",01/11/2002,33.4734978,-82.0105148
12/04/2001 19:00,El Dorado,AR,Egg,,Saw a round like object in the morning sky. The object was a a stand till for a short period of time. It then exit in the clouds and wa,01/11/2002,33.20763,-92.6662674
12/01/2001 22:45,Siloam Springs,AR,Circle,5 seconds?,"11/01/2001-10:45pm Two blue green light trailed by fire or light, travelling north.",12/05/2001,36.1881365,-94.5404962
11/15/2001 21:00,Greers Ferry,AR,Sphere,15-20 minutes,A friend and I walked outside the house we were at to smoke a cigarette.  In the sky was a orange sphere seemingly hovering in the sky.,02/14/2006,35.5770219,-92.1773745
11/02/2001 13:00,Little Rock,AR,Triangle,00:06,"My friends, and I were out for lunch when we saw three triangle shaped lights beaming at a very low altitude. The lights were so bright",09/28/2002,34.7464809,-92.2895948
10/28/2001 17:05,Little Rock,AR,Cigar,1 minute,My wife an observed a cylindrical metal body craft that was flying a course from South to North or slightly Southwest to Northeast. The,09/28/2002,34.7464809,-92.2895948
10/26/2001 09:00,Clarksville,AR,Cylinder,1 minute,"Two of us observed a shiny, silent, cylindrical craft at 5000 feet or less on October 26.",12/05/2001,36.5297706,-87.3594528
10/16/2001 21:30,Petit Jean Mountain,AR,Light,5 min or less,Star moving at right angles,08/07/2007,35.0228708,-93.6999182
10/15/2001 09:15,Bentonville,AR,Formation,five min,five gold colored reflective or metalic orbs in formation.,09/19/2002,36.3728538,-94.2088172
09/17/2001 21:00,Fort Smith,AR,Unknown,15 minute,Bright Light with Tail in Ft Smith Night Sky,09/29/2004,35.3859242,-94.3985475
08/24/2001 21:43,Hot Springs,AR,Light,2 minuets,We saw a bright lght that made no sound when it flew off quckly.,10/12/2001,34.5037004,-93.0551795
08/16/2001 22:30,Texarkana,AR,Fireball,,several dim lights streak across sky and change directions,08/20/2001,33.425125,-94.0476882
08/09/2001 22:00,Calico Rock,AR,Cigar,,"Cigar shaped, aproxematly 100 ft. long, lights on each end that changed color, and made 3 musical tones.",10/12/2001,36.1195143,-92.1359867
07/08/2001 22:15,Clinton,AR,Other,?,A bright orange object that moved back and forth slowly,08/05/2001,38.7651145,-76.8983059
06/15/2001 12:00,Beaver Lake,AR,Changing,5 minutes,"Three craft in two photos which change size, shape, brightness and height.  What are they?",07/16/2003,36.3478621,-93.9241021
06/13/2001 22:05,Formosa,AR,Other,15 seconds,one orange colored 'star' transformed instantly into eight....two vertical rows of four,08/05/2001,-26.185201,-58.1753697
06/10/2001 22:30,Pocahontas,AR,Circle,2 minutes,silent Ball of light very high in the sky,08/05/2001,36.2614554,-90.971233
04/29/2001 17:30,Norfork,AR,Other,2 min,"White Capsule (pill) shaped object, low altitude, slow speed, no sound",08/05/2001,36.2095132,-92.284323
04/13/2001 21:00,Bentonville,AR,Unknown,2 or three seconds,out of control  object over bentonville AR,04/28/2001,36.3728538,-94.2088172
03/31/2001 20:00,Morrilton,AR,Diamond,1 hour,My imagination is pretty normal and i am not one to make things up.,04/28/2001,35.1509173,-92.7440538
03/23/2001 19:33,Hot Springs,AR,Disk,3 minuets,Arkansas grocery store clerk and older gentleman get airshow by eight unknown craft.,04/01/2001,34.5037004,-93.0551795
03/16/2001 19:45,Cabot,AR,Triangle,20 Min.,"An object, in the shape of an upside-down V with white lights on both sides of this V.  No motion observed.",04/01/2001,34.974532,-92.0165336
03/13/2001 18:20,Timbo,AR,Cone,45 minutes,"This is not a new report but regarding my report of an event on March 13, 2001, Timbo AR and a telephone report of another to you on Ju",05/02/2011,-26.8251371,-49.26952
03/11/2001 21:45,Jonesboro,AR,Diamond,1min.,"a square shaped object slowly flying about 50ft. off of the ground, it had a white light on each of the 4 corners. the person driving i",03/16/2001,35.8422967,-90.704279
03/10/2001 19:00,Morrilton,AR,Unknown,2 hours,Say some strange stuff,03/16/2001,35.1509173,-92.7440538
03/03/2001 22:45,Springdale,AR,Disk,aprx 3 hours,2 crafts seen in springdale arkansas with police and FBI notification and documentations.,03/16/2001,36.1867442,-94.1288141
02/05/2001 05:00,Fayetteville,AR,Other,5 seconds,"Fireball seen in the sky North of Fayetteville, Arkansas.",02/18/2001,35.0526641,-78.8783585
02/02/2001 21:00,Hampton,AR,,5 minutes,Bright  lights in Hampton?,02/18/2001,37.0298687,-76.3452218
01/08/2001 21:00,Fulton,AR,Oval,1.5 hrs,I was watching this oval object from my house on a full moon night and the sky was clear as it appeared to change to red and green.,02/18/2001,38.8467082,-91.9479586
01/02/2001 22:00,Ponca,AR,Triangle,5 minutes,Citing of a triangle shaped craft on the river.,02/18/2001,42.5624971,-96.7055917
12/10/2000 00:10,Russellville,AR,Unknown,5 minetes,"I was awoke by a variable beeping noise,persistant and different from anything my husband and I have ever heard.It lasted approx. 5 min",12/20/2000,35.2784173,-93.1337856
11/15/2000 21:00,Fort Smith,AR,Triangle,30 seconds,5 orange lights shaped in a HUGE triangle/v shape about 2000 ft high,01/03/2001,35.3859242,-94.3985475
11/15/2000 18:00,Greenwood,AR,Flash,seconds,"Blinking, multi-colored lights below clouds outside Ft. Chaffee.",12/02/2000,39.6136578,-86.1066526
11/15/2000 08:30,Southwest,AR,Triangle,,My daughter and I were driving on the highway one evening when I saw a huge object just above business buildings--it looked as if it wa,07/26/2002,47.5666038,-122.3867383
10/27/2000 18:00,Ward,AR,Other,,"was siting ouside on deck when noticed a bright objest. thought it was a star,but it moved a little bit at a time. got out binacolers a",09/28/2002,48.2147451,-101.5805256
10/23/2000 18:25,Mountain Home,AR,Light,3-4 minutes,Saw intense bright light suspended motionless in mid-air that dimmed to darkness and moved slowly off to the east and out of sight.,12/02/2000,43.1329504,-115.6911975
10/21/2000 20:15,Fayetteville,AR,Cross,1-2 seconds,"silent dark object in the shape of a cross seen in Fayetteville, AR moving south.",09/17/2003,35.0526641,-78.8783585
09/27/2000 20:00,Greenbrier,AR,Circle,1 hour,Something in the western sky in Arkansas,12/02/2000,35.2339712,-92.387655
09/10/2000 23:00,Eldorado,AR,Egg,45 SEC,I SAW TWO UFOS CHASING EACH OTHER & STOP IN MID AIR! this is not the first ones i saw !.got witnesses,06/12/2008,30.8601745,-100.6009299
08/20/2000 19:00,Russellville,AR,Light,night,Two different occasions of seeing very small lights at a very far off distance.,08/25/2000,35.2784173,-93.1337856
08/18/2000 20:00,Prairie   Grove,AR,Cigar,30 Seconds,"Strange white cigar shaped light in the sky, observed for 30 seconds.",04/22/2003,35.9759145,-94.3177103
08/15/2000 21:02,Little Rock,AR,Disk,1 minute,Me and Family watched object hover over downtown. Gone a minute later.,08/19/2000,34.7464809,-92.2895948
08/11/2000 01:30,Flippin,AR,Circle,5- 7 seconds,"Looked like shooting star, but then changed direction by 90 degrees as it flew across the skies",08/19/2000,36.2789578,-92.5971081
07/24/2000 21:30,Overcup,AR,Triangle,10min,3 ufo north on hwy 9,07/29/2000,35.225082,-92.6921075
07/14/2000 23:00,Little Rock,AR,Light,3 minutes,"A ""star"" looking object traeling across the sky, dissapearing behind a tree, then coming back out brighter then fading to blackness.",08/19/2000,34.7464809,-92.2895948
07/12/2000 23:00,Casa,AR,Cigar,2 hours,TINY GREEN SKIPPING LIGHTS IN CASA NEAR PETTITJEAN MT.,11/28/2007,33.533333,-7.583333
07/02/2000 22:00,West Fork,AR,Light,30+ minutes,White lights in distant sky travelling rapidly in separate directions observed by group for over 30 minutes.,04/28/2001,35.9242477,-94.1885387
06/23/2000 22:00,Morrilton,AR,Rectangle,2nin.,OVER THE CITY I WAS UP WALK ABOUT IN THE HOUSE LOOK OUT AT MY WORK SHOP I SAW A LIGHT TO THE WEST OF TOWN. I WALK TO THE FRONT OF MY HO,07/11/2000,35.1509173,-92.7440538
05/21/2000 23:00,Bauxite,AR,Triangle,3 min,"The object moved left to right very slowly, closed to the ground with lights flashing like strobes.",06/06/2000,34.5556489,-92.5212702
05/15/2000 21:00,Harrison,AR,Light,3 to 5 min.,"It looked like one of the stars, until it began to slowly move.",11/20/2002,30.432087,-89.0179332
05/01/2000 22:55,Little Rock,AR,Triangle,60 seconds,I first noticed one object moving from NE to SE. The object was visible at about 45 degrees in the NE sky. It moved silently at a unifo,05/03/2000,34.7464809,-92.2895948
04/27/2000 22:15,Hot Springs,AR,Cigar,10-20 seconds,A large very fast moving craft. It had four bright white lights in a row angled downward. At first the lights looked like there were st,05/03/2000,34.5037004,-93.0551795
04/21/2000 17:00,Harrison,AR,Cylinder,3 minutes,I just saw a craft that looked like a cylinder or cigar.,05/03/2000,30.432087,-89.0179332
04/12/2000 19:30,Fayetteville (outside of),AR,Light,10-15 sec,"Witnessed a object, first mistaken as satalite, until it changed direction.",05/11/2000,35.0526641,-78.8783585
04/09/2000 16:30,Hot Springs,AR,Cigar,5-6 hours,i was driving home and saw an enormous cigar shaped metallic object fying torward my vehicle at about 100 ft off the road,04/15/2000,34.5037004,-93.0551795
03/12/2000 21:10,Arkansas (northeast tip of),AR,Circle,20 seconds,"Seen from 32,000 feet at night (aircraft), object was approaching at approx. 700 mph 2,000 feet below us..ball of light changing to bla",03/16/2000,35.1628667,-91.167346
03/11/2000 21:20,Dover,AR,Triangle,15-20 MIN.,A LARGE CRAFT FLEW THREW THE AIR AT UNMARKABLE SPEEDS. IT ALSO HAD A SMALL CRAFT THAT FOLOWED IT AND FLASHED ABOUT EVERY TWENTY SEC.,03/16/2000,51.1278758,1.3134027
03/09/2000 22:09,Mountain Home (3 miles So. of MO in center of AR),AR,Fireball,2 minutes,"Bright, white, golf ball sized orb hit a glass like dome above the planet - creating 45 sec. of white night light in our forest - follo",04/01/2000,35.20105,-91.8318334
03/09/2000 22:00,Lonoke,AR,Light,na,"Several small fires in a 40 acre wooded area in the 3 adjoining counties of Pulaski,Lonoke and Jefferson in central Arkansas. on the ni",03/16/2000,34.7839795,-91.8998611
03/09/2000 21:00,Little Rock (north of),AR,Light,5 seconds,3 more people can confirm what was said on Art Bell 3-15. More from Little Rock.,03/16/2000,34.7464809,-92.2895948
03/09/2000 20:30,Conway,AR,Fireball,3-4secs,"The same night a fireball landed in England Arkansas, I saw a (meteorite) GREEN in color with an ORANGE tail of about 2 ft. in diameter",03/16/2000,35.0886963,-92.4421011
03/09/2000 20:25,Eureka Springs,AR,Fireball,5 seconds,driving sw saw diffuse (sheet not bolt) lightning (clear sky) then looked to left (east) and saw rather large fireball meteor breaking ,03/16/2000,36.4011825,-93.7379711
03/09/2000 19:00,Memphis (near West Memphis),AR,Fireball,about 3 to 5 seconds,I also saw a fireball the night all the unusual activity was reported in AR.,05/11/2000,34.716971,-100.5384003
03/09/2000 17:05,Fort Smith,AR,Oval,35 minutes,"A silvery oval-shaped object was seen shadowing two jetliners, suddenly changing directions, and flying in other parts of the sky south",03/16/2000,35.3859242,-94.3985475
02/18/2000 22:50,Glendale,AR,Light,2minutes,"using the restroom, had my window open about4"" seen what looked like an aircraft. It caught my eye. Itwas heading southwest it then Sto",02/23/2000,34.1425078,-118.255075
02/15/2000 23:00,West Memphis,AR,Light,10 seconds,IT SHOT STRAIGHT UP!!,05/24/2005,35.1464797,-90.1845388
02/15/2000 20:00,Little Rock,AR,Other,10 minutes,"The orange, white, pink, and maybe red lights of a boomerang shaped object flying west at slow speeds.",07/11/2000,34.7464809,-92.2895948
02/14/2000 16:26,Hermitage,AR,Sphere,1 min,Small white bright object observed while using scope on day moon--object split into two and disappeared.,02/16/2000,59.9398317,30.3145597
01/13/2000 06:30,Pine Mountain,AR,Light,2 min,went out to warm up truck at 06:30 and i saw a light to my south;i thought it was venus but it was to far south for that time was there,01/22/2000,32.8648522,-84.8540982
12/26/1999 19:30,Dallas/Grant Counties,AR,Fireball,15 seconds,"At ten degrees above the horizon, above treeline on 200 ft. above sea level hills (70 ft. pine trees.)  Globular Orange fireball size a",02/23/2000,32.7411066,-96.806908
12/23/1999 20:30,Fulton,AR,Triangle,5 minutes,"Triangle Black Object too Big, Quiet, and Fast.",07/16/2006,38.8467082,-91.9479586
12/22/1999 10:05,Hot Springs,AR,Flash,minute,"I have been seeing a light above Hot Springs as I drive from Malvern Avenue to Bath House Row. It flashes very fast, stobelike, not lik",01/07/2000,34.5037004,-93.0551795
11/27/1999 19:30,Dover,AR,Disk,30 mins,We were sitting in a large field and we saw this strange object bypassing to jets. The objects were moving at fonominal speeds.  These ,11/30/1999,51.1278758,1.3134027
11/09/1999 05:13,Fort Smith,AR,Light,5 to 7 minutes,"At 5:oo P.M.  Me and my husband were eating at Burger King, we left to go home and he was mentioning the contrails in the sky, and how ",11/17/1999,35.3859242,-94.3985475
10/28/1999 13:45,Little Rock,AR,Unknown,4 minutes,I saw an object in the sky above Little Rock. It first appeared to be an airplane without any discernable features or a shiny balloon. ,11/02/1999,34.7464809,-92.2895948
10/20/1999 02:00,White River National Forest,AR,Light,1 hour,I am a retired Dept of Defense employee which required that I retained a secret or top secret clearance for over 30 years. I retired in,05/13/2012,39.5583793,-107.3569165
10/19/1999 23:35,Conway,AR,Triangle,15 min,Many blue lights.  About 60 meters long (base to point).  30 meters high.,11/02/1999,35.0886963,-92.4421011
10/11/1999 21:45,Eureka Springs,AR,Light,15 min.,"Bright light due south, traveling east extremely slowly. Bright flash given off from object every 10 seconds, with a dim flash every 3 ",11/02/1999,36.4011825,-93.7379711
09/07/1999 04:00,Clarendon (North of),AR,Unknown,1 minute,observed an object leaving a contrail and emitting an orange glow,09/12/1999,38.891171,-77.0848299
09/04/1999 20:00,Conway,AR,Light,2 minutes,I witnessed a C130 military aircraft flying over. The plane had one large light flying along side the fusilage of the plane and one sma,09/12/1999,35.0886963,-92.4421011
09/01/1999 16:00,Stuttgart,AR,Cigar,60sec.,I observed  a silver cigar shaped object traveling at about 4000ft. at a speed of about 250-300mph.The object was traveling west north ,04/15/2000,48.7754181,9.1817588
08/25/1999 05:32,Hot Springs,AR,Unknown,3-5sec,At time stated above I was out looking almost strate up in the aera of Jupter when I saw this very bright light moveing north to south ,09/12/1999,34.5037004,-93.0551795
08/20/1999 05:45,Fort Smith,AR,Circle,15 min.,"Three balls of white light ""dancing"" and then disappearing and then reappearing.",08/30/1999,35.3859242,-94.3985475
08/15/1999 18:00,McCrory,AR,Triangle,15 seconds,"We witnessed a triangular shaped object in the western sky above the town over McCrory, AR - - It then vanished - not just the object, ",07/01/2002,35.2561978,-91.2001246
08/10/1999 01:00,Conway,AR,Triangle,2 minutes,"Three triangle shaped craft, Black in color as far as I could tell. The craft would apear and disapear as they flew across the sky. In ",11/02/1999,35.0886963,-92.4421011
